,product_name,brand_name,offer_description,retailer_name,valid_from,valid_to,price,quantity,categories,image,Coicop5_Final,Coicop4_Final,Coicop3_Final,Coicop2_Final,Predicted_COICOP_5_Category,Predicted_COICOP_4_Category,Predicted_COICOP_3_Category,Predicted_COICOP_2_Category
62923,Blätterteig,Henglein,275 g,EDEKA Center,2018-04-15 22:00:00.0,2018-04-21 21:59:00.0,0.99,1,Kuchen Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3894392/images/default/0/msmall.jpg,01118,0111,011,01,nan,nan,nan,nan
368836,Entrecôte,Bauern Gut,100 g,EDEKA,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.79,1,Rindfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5547079/images/default/0/msmall.jpg,01121,0112,011,01,nan,nan,nan,nan
47303,Erdbeer & Cranberry Fruchtaufstrich,Rewe Feine Welt,250-g-Glas,REWE,2018-03-25 22:00:00.0,2018-03-31 21:59:00.0,1.19,1,"Marmeladen süße Aufstriche Aufstriche Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3787660/images/default/0/msmall.jpg,01182,0118,011,01,nan,nan,nan,nan
239402,Hähnchen,not_available,1 kg,EDEKA,2019-01-13 23:00:00.0,2019-01-19 22:59:00.0,3.99,1,Geflügel Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4882894/images/default/0/msmall.jpg,01124,0112,011,01,nan,nan,nan,nan
360865,Maishähnchenschenkel,not_available,Frische Maishähnchenschenkel natur 1 kg,EDEKA Simmel,2019-08-02 22:00:00.0,2019-08-10 21:59:00.0,8.9,1,Geflügel Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5508615/images/default/0/msmall.jpg,01124,0112,011,01,nan,nan,nan,nan
14767,Reis,Uncle Ben's,jede 500-g-Packung,real,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,1.29,1,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3565382/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
2324,Waffeln,Loacker,75-90-g-Pkg.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.79,1,Kekse Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3469321/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
3,Bayern Halbe Urhell,Hubauer,"Radler oder Export 20 x 0,5 Liter, jeder Kasten (+ 3,10 Pfand)",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,5.99,20,Bier Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/288450/images/default/0/msmall.jpg,02131,0213,021,02,nan,nan,nan,nan
17832,Fischstäbchen,Iglo,10er=300 g Packung,CAP MARKT,2018-02-16 23:00:00.0,2018-02-24 22:59:00.0,1.33,1,Tiefkühlfisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3586792/images/default/0/msmall.jpg,01136,0113,011,01,nan,nan,nan,nan
33428,Spitzen-Langkorn-Reis,Uncle Ben's,mit 1 Kochbeutel gratis dazu 5 x 125 g = 625 g Packung,EDEKA,2018-03-11 23:00:00.0,2018-03-17 22:59:00.0,1.11,5,Reis Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3697000/images/default/0/msmall.jpg,01111,0111,011,01,nan,nan,nan,nan
1853,Eistee,Pfanner,"versch. Sorten, jede 2-Liter-Packung",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.11,1,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3466000/images/default/0/msmall.jpg,01222,0122,012,01,nan,nan,nan,nan
9749,Big Pizza,Original Wagner,oder Backfrische Pizza 430 g Packung,EDEKA Center,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,2.22,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3521479/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
187401,Gemüse,Iglo,There is no description for this offer,REWE,2018-10-14 22:00:00.0,2018-10-20 21:59:00.0,2.99,1,Tiefkühlgemüse Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4597165/images/default/0/msmall.jpg,01172,0117,011,01,nan,nan,nan,nan
11857,Bio Zwiebeln,Edeka Bio,750 g Netz,EDEKA Center,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.49,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3537270/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
943,Malfabrot,Harry Brot,750 g Stück,EDEKA Simmel,2018-01-26 23:00:00.0,2018-02-03 22:59:00.0,0.99,1,Brot Brot & Kleingebäck Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3462539/images/default/0/msmall.jpg,01113,0111,011,01,nan,nan,nan,nan
26016,Süßkartoffeln Murasaki,not_available,1 kg,REWE,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,1.79,1,Würzelgemüse Würzelgemüse Würzelgemüse Würzelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3645512/images/default/0/msmall.jpg,01176,0117,011,01,nan,nan,nan,nan
73798,Flusskrebsfleisch,not_available,Flusskrebsfleisch Cocktail zartes Flusskrebsfleisch mit frischem Meerrettich in feincremiger Mayonnaise 100 g,EDEKA Struve,2018-05-13 22:00:00.0,2018-05-19 21:59:00.0,2.49,1,Meeresfrüchte Fisch & Meeresfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3972674/images/default/0/msmall.jpg,01136,0113,011,01,nan,nan,nan,nan
110562,Mango,Seeberger,100-g-Packung,Treff 3000,2018-06-24 22:00:00.0,2018-06-30 21:59:00.0,2.49,1,Trockenobst Trockenobst Trockenobst Trockenobst Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4176845/images/default/0/msmall.jpg,01163,0116,011,01,nan,nan,nan,nan
43,Früchte,Alete,"oder Frucht + Getreide ab 4 Monaten, versch. Sorten, jedes 190-g-Glas",real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,0.69,1,Babynahrung Baby & Kind Drogerie,https://mg2de.b-cdn.net/api/v1/offers/288593/images/default/0/msmall.jpg,01193,0119,011,01,nan,nan,nan,nan
366068,Peanut,m&m's,330 g/ 281 g,EDEKA,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,2.22,1,Schokoladen Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5534692/images/default/0/msmall.jpg,01183,0118,011,01,nan,nan,nan,nan
2007,Pizza Traditionale,Dr. Oetker,"oder Die Ofenfrische Pizza, Pizzaburger 340-435-g-Pkg.",REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.22,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3467047/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
3827,Cashew-Peanut-Mix Honig-Salz,Max,"oder „Hot Chili“ Premiumqualität, knackig und aromatisch, ohne Geschmacksverstärker oder Farbund Konservierungsstoffe 150 g Dose",EDEKA Struve,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,3.79,1,Nüsse Knabberartikel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3479122/images/default/0/msmall.jpg,01163,0116,011,01,nan,nan,nan,nan
263464,Bio-Tee,Meßmer,18 Beutel = 45/36 g Packung,EDEKA Struve,2019-02-24 23:00:00.0,2019-03-02 22:59:00.0,1.99,1,Tee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/5015461/images/default/0/msmall.jpg,01212,0121,012,01,nan,nan,nan,nan
12536,Buttertoast,Golden Toast,vers. Sorten 500g,CAP MARKT,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,0.79,1,Brot Brot & Kleingebäck Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3547067/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
5807,Thai Chilisauce,Lien Ying,200-ml-Fl.,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.29,1,"Salatdressing Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3495024/images/default/0/msmall.jpg,01191,0119,011,01,nan,nan,nan,nan
226936,Aceto Balsamico di Modena,Mazzetti,0.5 l Flasche,EDEKA Center,2018-12-16 23:00:00.0,2018-12-22 22:59:59.0,2.99,1,"Essig Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4809371/images/default/0/msmall.jpg,01191,0119,011,01,nan,nan,nan,nan
362717,Camargue,Fleur de Sel,125 g Packung,EDEKA,2019-08-04 22:00:00.0,2019-08-10 21:59:00.0,2.99,1,Salz Gewürze Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5520652/images/default/0/msmall.jpg,01192,0119,011,01,nan,nan,nan,nan
354892,Brot,Lieken Urkorn,"verschiedene Sorten, 500-g-Packung",EDEKA Neukauf,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,1.11,1,Brot Brot & Kleingebäck Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5480198/images/default/0/msmall.jpg,01113,0111,011,01,nan,nan,nan,nan
302278,Linsen,Edeka Bio,oder Erbsen versch. Sorten 330–425 ml Dose/Glas,CAP MARKT,2019-04-21 22:00:00.0,2019-04-27 21:59:00.0,0.49,1,Getreide Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5207099/images/default/0/msmall.jpg,01173,0117,011,01,nan,nan,nan,nan
5025,Goldtraum Teigwaren,Riesa,500g Beutel,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,Nudeln Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3487155/images/default/0/msmall.jpg,01116,0111,011,01,nan,nan,nan,nan
367404,Sportsalami,Reinert,100 g,EDEKA Neukauf,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.59,1,Salami Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5538898/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
4256,Mango Kent,Edeka,Stück,EDEKA,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.99,1,Exotische Früchte Exotische Früchte Exotische Früchte Exotische Früchte Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3481966/images/default/0/msmall.jpg,01161,0116,011,01,nan,nan,nan,nan
3281,Konfitüre Extra,Schwartau,340-g-Glas,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,"Marmeladen süße Aufstriche Aufstriche Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3476104/images/default/0/msmall.jpg,01182,0118,011,01,nan,nan,nan,nan
355350,Kuchenbackmischung,Kathi,oder Kleiner Blechkuchen versch. Sorten 270 – 485 g Packung,EDEKA Simmel,2019-07-26 22:00:00.0,2019-08-03 21:59:00.0,1.49,1,Backmischungen Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5482515/images/default/0/msmall.jpg,01118,0111,011,01,nan,nan,nan,nan
167920,Couscous,Edeka,oder Bulgur je 500-g-Packung,EDEKA,2018-09-09 22:00:00.0,2018-09-15 21:59:00.0,0.99,1,Getreide Reis & Hülsenfrüchte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4485812/images/default/0/msmall.jpg,01116,0111,011,01,nan,nan,nan,nan
330100,Eier,not_available,"aus Freilandhaltung, aus Deutschland, Gr. M/L, 10er Packung",EDEKA Center,2019-06-10 22:00:00.0,2019-06-15 21:59:00.0,2.49,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/5350369/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
56529,Gelierzucker 1:1,Diamant,"Gelierzucker für Gelee, Dr. Oetker Gelierzucker 3 : 1 oder Gelierzucker für Erdbeer-Konfitüre 500/1000-g-Packung Normal-Einzelpreis: 1,49 ab 10 Packungen je 0.99",real,2018-04-15 22:00:00.0,2018-04-21 21:59:00.0,1.49,1,Zucker Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3853068/images/default/0/msmall.jpg,01181,0118,011,01,nan,nan,nan,nan
37021,Haferflocken,Kölln,kernig oder blütenzart je 500 g Beutel,EDEKA Simmel,2018-03-18 23:00:00.0,2018-03-24 22:59:00.0,1,1,Müslimischungen Müsli & Cerealien Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3721299/images/default/0/msmall.jpg,01117,0111,011,01,nan,nan,nan,nan
92820,Frischlinge Kürbis,Schäfer's,Stück,EDEKA,2018-06-03 22:00:00.0,2018-06-09 21:59:00.0,0.49,1,Zucchini Zucchini Zucchini Zucchini Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4093600/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
360885,Schweinelachsbraten,Bauern Gut,1 kg,EDEKA,2019-07-28 22:00:00.0,2019-08-03 21:59:00.0,4.44,1,Schweinefleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5508678/images/default/0/msmall.jpg,01122,0112,011,01,nan,nan,nan,nan
355839,Echt gut! Grillbratwurst,not_available,"gebrüht, DLG-prämiert, 100 g.",EDEKA Neukauf,2019-07-21 22:00:00.0,2019-07-27 21:59:00.0,0.69,1,Wurstaufschnitt Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5484058/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
119747,Bio Schwarzer Pfeffer,Alnatura,70 g oder Bunter Pfeffer 55 g,EDEKA,2018-07-01 22:00:00.0,2018-07-07 21:59:00.0,2.99,1,Pfeffer Gewürze Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4232593/images/default/0/msmall.jpg,01192,0119,011,01,nan,nan,nan,nan
19335,Die Ofenfrische Salami,Dr. Oetker,"Pizza verschiedene Sorten, z. B. Salami 390 g, tiefgefroren, Packung",EDEKA Neukauf,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,2.22,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3595336/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
17424,Weizenmehl,Kathi,"oder Mecklenburger Weizenmehl Type 405, jede 1-kg-Packung",real,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,0.59,1,Mehl Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3581393/images/default/0/msmall.jpg,01112,0111,011,01,nan,nan,nan,nan
20043,Weißwein Essig,Essig-Brauhaus,0.5l Fl.,EDEKA Center,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,2.49,1,"Essig Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3601793/images/default/0/msmall.jpg,01191,0119,011,01,nan,nan,nan,nan
217956,Aceto Balsamico Di Modena,Terra del Tuono,50/75 g,EDEKA Center,2018-12-02 23:00:00.0,2018-12-08 22:59:00.0,6.99,1,"Essig Soßen, Fonds & Dressings Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4756273/images/default/0/msmall.jpg,01191,0119,011,01,nan,nan,nan,nan
365746,Mini Cherry Rispentomaten,Rewe Regional,200 g,REWE,2019-08-11 22:00:00.0,2019-08-17 21:59:00.0,1.49,1,Tomaten Tomaten Tomaten Tomaten Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5532933/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
9228,Stäbchenvielfalt,Iglo,224-450-Pkg.,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.99,1,Tiefkühlfisch Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3518958/images/default/0/msmall.jpg,01136,0113,011,01,nan,nan,nan,nan
7695,Mettenden,Nordisch,SB-verpackt 10 x 100 g = 1 kg Packung,EDEKA,2018-02-07 23:00:00.0,2018-02-10 22:59:00.0,5,1,Würste Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3508013/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
1896,Südtiroler Rosmarinschinken,Recla,150-g-Packung,EDEKA Neukauf,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,2.99,1,Schinken Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3466336/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
17031,Bio-Erbseneintopf,Little Lunch,"Oder Linseneintopf und weitere Sorten, jedes 350-ml-Glas",real,2018-02-18 23:00:00.0,2018-02-24 22:59:00.0,2.79,1,Dosengerichte Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3579195/images/default/0/msmall.jpg,01199,0119,011,01,nan,nan,nan,nan
711,Philadelphia,Kraft,Frischkäse sortiert 175 g Becher,CAP MARKT,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.99,1,"Käse Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3461654/images/default/0/msmall.jpg,01145,0114,011,01,nan,nan,nan,nan
1570,Regensburger,not_available,"fein, mit Kalbfleisch, gebrüht oder grobe rohe Bratwurst je 100g",EDEKA Neukauf,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.79,1,Würste Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3464687/images/default/0/msmall.jpg,01127,0112,011,01,nan,nan,nan,nan
2651,Menü,HiPP,190-g-Glas,REWE,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.89,1,Babynahrung Baby & Kind Drogerie,https://mg2de.b-cdn.net/api/v1/offers/3471702/images/default/0/msmall.jpg,01193,0119,011,01,nan,nan,nan,nan
311652,Pommes Juliennes,Agrarfrost,"Feinschnitt oder Pommes Frites Normalschnitt tiefgefroren, 2,5-kg-Packung",EDEKA Center,2019-05-05 22:00:00.0,2019-05-11 21:59:00.0,3.79,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5258447/images/default/0/msmall.jpg,01174,0117,011,01,nan,nan,nan,nan
28326,Schattenmorellen,Odenwald,"Abtropfgewicht 350 g, 700-g-Glas",Treff 3000,2018-03-04 23:00:00.0,2018-03-10 22:59:00.0,1.89,1,Obstkonserven Konserven & Eingelegtes Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3666639/images/default/0/msmall.jpg,01164,0116,011,01,nan,nan,nan,nan
7825,Piccolinis,Original Wagner,"fgefroren, verschiedene Sorten, z. B. Salami 270g",Treff 3000,2018-02-07 23:00:00.0,2018-02-10 22:59:00.0,1.49,1,Tiefkühlpizza Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3508967/images/default/0/msmall.jpg,01115,0111,011,01,nan,nan,nan,nan
11078,Speisezwiebeln,Rewe Regional,500-g-Netz,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,0.49,1,Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3529358/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
22163,Hippis Frucht,HiPP,"Quetschen, jeder 100-g-Beutel",real,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,0.79,1,Babynahrung Baby & Kind Drogerie,https://mg2de.b-cdn.net/api/v1/offers/3620226/images/default/0/msmall.jpg,01193,0119,011,01,nan,nan,nan,nan
6446,Samt,Schwartau,versch. Sorten 270 g Glas,CAP MARKT,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.49,1,"Marmeladen süße Aufstriche Aufstriche Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/3502929/images/default/0/msmall.jpg,01182,0118,011,01,nan,nan,nan,nan
8210,Gold,Nescafé,200 g-Glas,REWE,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,6.99,1,Kaffee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3512460/images/default/0/msmall.jpg,01211,0121,012,01,nan,nan,nan,nan
32620,Speisezwiebeln,Rewe Regional,350-g-Netz,REWE,2018-03-11 23:00:00.0,2018-03-17 22:59:00.0,0.49,1,Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Zwiebelgemüse Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3688900/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
100191,Süßkartoffel Pommes,Edeka,500 g,CAP MARKT,2018-06-17 22:00:00.0,2018-06-23 21:59:00.0,1.75,1,Tiefkühlkartoffeln Tiefkühlkost Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4128254/images/default/0/msmall.jpg,01176,0117,011,01,nan,nan,nan,nan
26201,Lammfilet,not_available,100 g,REWE,2018-02-25 23:00:00.0,2018-03-03 22:59:00.0,3.49,1,Lammfleisch Fleisch Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3646468/images/default/0/msmall.jpg,01123,0112,011,01,nan,nan,nan,nan
420,Fleischsalat,Fleischermeister Walter Emmerich,jede 250-g-SB-Packung,real,2016-09-11 22:00:00.0,2016-09-17 21:59:00.0,2.19,1,"Wurstsalate Aufstriche, Feinkostsalate & Antipasti Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/289852/images/default/0/msmall.jpg,01128,0112,011,01,nan,nan,nan,nan
87008,Eier,Luisenhofer,aus Freilandhaltung 6er Packung,CAP MARKT,2018-06-03 22:00:00.0,2018-06-09 21:59:00.0,1.29,1,"Eier Milcherzeugnisse, Fett & Ei Lebensmittel",https://mg2de.b-cdn.net/api/v1/offers/4060354/images/default/0/msmall.jpg,01147,0114,011,01,nan,nan,nan,nan
668,Cookies Sensations innen schokoladig,Milka,"156-g-Packung 100-g-Preis 0,96",ALDI Süd,2018-02-01 23:00:00.0,2018-02-03 22:59:00.0,1.49,1,Kekse Süßigkeiten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3438821/images/default/0/msmall.jpg,01114,0111,011,01,nan,nan,nan,nan
11216,Baguette royal,PE.WE.,210 g Pkg.,EDEKA Center,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,1.79,1,Currywurst-Burger Instant- & Fertiggerichte Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3531336/images/default/0/msmall.jpg,01194,0119,011,01,nan,nan,nan,nan
322745,Aubergine,Rewe Beste Wahl,1 kg,REWE,2019-05-26 22:00:00.0,2019-06-01 21:59:00.0,1.79,1,Zucchini Zucchini Zucchini Zucchini Gemüse Gemüse Gemüse Gemüse Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/5314117/images/default/0/msmall.jpg,01171,0117,011,01,nan,nan,nan,nan
7264,Schinkenkrustenbraten,Gutfleisch,mit Schwarte 1 kg,EDEKA,2018-02-04 23:00:00.0,2018-02-10 22:59:00.0,3.99,1,Schinken Wurst Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3506440/images/default/0/msmall.jpg,01122,0112,011,01,nan,nan,nan,nan
161178,Cranberries,Farmer's Snack,400 g,EDEKA,2018-09-02 22:00:00.0,2018-09-08 21:59:00.0,4.99,1,Trockenobst Trockenobst Trockenobst Trockenobst Obst Obst Obst Obst Obst & Gemüse Obst & Gemuese Obst&Gemüse Obst&Gemuese Lebensmittel Lebensmittel Lebensmittel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/4454738/images/default/0/msmall.jpg,01163,0116,011,01,nan,nan,nan,nan
1852,Energy Drink,Red Bull,"Zero oder Edition (koffeinhaltig), versch. Sorten, jede 250-ml-Dose (+ 0,25 Pfand)",real,2018-01-28 23:00:00.0,2018-02-03 22:59:00.0,0.99,1,Softdrinks Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/3465976/images/default/0/msmall.jpg,01222,0122,012,01,nan,nan,nan,nan
104114,Bembel with Care Apfelwein,Kelterei Krämer,0.5-l-Dose,REWE,2018-06-17 22:00:00.0,2018-06-23 21:59:00.0,0.89,1,Weinmischgetränke Weine Alkoholische Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/4144206/images/default/0/msmall.jpg,02122,0212,021,02,nan,nan,nan,nan
15949,Bio-Finn-Brötchen,Rewe Bio,260g,REWE,2018-02-11 23:00:00.0,2018-02-17 22:59:00.0,0.79,1,Brötchen Brot & Kleingebäck Brot & Backwaren Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3573555/images/default/0/msmall.jpg,01113,0111,011,01,nan,nan,nan,nan
255762,Früchtetee,Teekanne,40.5-60 g,EDEKA Paschmann,2019-02-10 23:00:00.0,2019-02-16 22:59:00.0,1.49,1,Tee Heißgetränke Alkoholfreie Getränke Getränke,https://mg2de.b-cdn.net/api/v1/offers/4970429/images/default/0/msmall.jpg,01212,0121,012,01,nan,nan,nan,nan
67197,Persischer Salzblock,Salt & More,jede Packung,real,2018-05-06 22:00:00.0,2018-05-12 21:59:00.0,4.99,1,Salz Gewürze Koch- & Backzutaten Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3932809/images/default/0/msmall.jpg,01192,0119,011,01,nan,nan,nan,nan
6498,Chips,Pringles,versch. Sorten 190 g Dose,EDEKA Simmel,2018-02-02 23:00:00.0,2018-02-10 22:59:00.0,1.29,1,Chips Knabberartikel Lebensmittel,https://mg2de.b-cdn.net/api/v1/offers/3503070/images/default/0/msmall.jpg,01175,0117,011,01,nan,nan,nan,nan
